id_pedido,numero_itens,id_produto,id_vendedor,preco,frete_valor,preco_total,frete_total,total
00b47ee856118583dbec7d1f9b18d847,1,0e40b1ed4cfd3da1962ec91913e54ba8,8b321bb669392f5163d04c59e235e066,13.65,15.23,13.65,15.23,28.880000000000003
00b4846d477a7baf5d4e47970bc08c7e,1,e5bd04e8e3cb77f1a49404d588d3e528,f7ccf836d21b2fb1de37564105216cc1,31.9,16.11,31.9,16.11,48.01
00ba414462370af2d76195d12e0d5481,1,4a25d757ff72fad7534f478c90be77e6,ea8482cd71df3c1969d7b9473ff13abc,24.99,14.1,24.99,14.1,39.089999999999996
00bd8cf08fa3998ea6ad6d16c2165822,1,cfbc837967ca671ee87f5243f2a1024d,0509040ea3fe50071181bbc359eb7738,21.8,12.48,21.8,12.48,34.28
00c2335723b9b74668062e946dc66621,1,b944aabf1fc45c01599ee96c7f4d533e,128639473a139ac0f3e5f5ade55873a5,18.9,12.48,18.9,12.48,31.38
00c405bd71187154a7846862f585a9d4,1,c4cf7c2e1f190d51517eba7e8211c8e6,f3295428338a40977a03f555246a70f4,29.9,16.79,29.9,16.79,46.69
00c4f17dcb94448f27a2cbaa83f10a4b,1,adf591c625cb265c12bc6749d3a2f757,a420f60ff1aa9acc80d0e42959f2b313,32.0,7.39,32.0,7.39,39.39
00c81b6675ef9ecaaff5fc1d6720b96c,1,ace05b62c79dffc86cd12b281dc05b93,4e06067cc08b3f41d837768d392c3ee3,24.99,14.1,24.99,14.1,39.089999999999996
00c8be06a8029e300dabd52c7d4c6ad2,1,5d66715cc928aadd0074f61332698593,128639473a139ac0f3e5f5ade55873a5,19.9,15.1,19.9,15.1,35.0
00c9f7d4b0e87781465e562dc109f6aa,4,1a0d662b65b5ef08796501b064c853af,2e0dba2da448400b1c11d7b4b22f32a4,14.99,15.1,59.96,60.4,120.36
00ceda91cb2ded8570ca73e70571740a,1,71a5f1c2a5fd9889ef26b5ac22aec9c6,537eb890efff034a88679788b647c564,19.9,14.1,19.9,14.1,34.0
00cfabbe2a93b70beeec4894f86712a8,1,fec85e6c0eab9b4bcddf9ccd917c80bc,8a32e327fe2c1b3511609d81aaf9f042,29.99,15.11,29.99,15.11,45.099999999999994
00d29386638bbfd1331a2cd7ab91b5b5,1,5fb8e63ae576fbfbd243c50c5ce74050,ea8482cd71df3c1969d7b9473ff13abc,20.99,11.85,20.99,11.85,32.839999999999996
00d4439957b7fd3f8da4a33a965817fb,1,f471a2281d25a1dbf3193dd5e969aa0f,2e90cb1677d35cfe24eef47d441b7c87,19.45,14.52,19.45,14.52,33.97
00d94e8901b75ee0d6ef1f87f947b666,2,a35a9f46dcee0a67c8c7ad8493eb4135,85d9eb9ddc5d00ca9336a2219c97bb13,27.9,20.8,55.8,41.6,97.4
00ea690fe8c5eba029a3884243a02352,1,9ecadb84c81da840dbf3564378b586e9,1025f0e2d44d7041d6cf58b6550e0bfa,32.99,16.11,32.99,16.11,49.1
00faa6afcde74aaa630e1d2fda2bb0f7,1,e583bb5fa3cb1e876a6ea48f21dfef34,7d7866a99a8656a42c7ff6352a433410,22.5,18.26,22.5,18.26,40.760000000000005
00fb055886536063afa0dbee07a0944f,2,5d422bd54b54307ff7a5e770f40946e4,e88c9b79e592e370d6bd852eeefbf057,11.9,16.79,23.8,33.58,57.379999999999995
00fb278a99144cc1004b3ed1452ff5e1,1,eb551aa4ed7eb5e2839d5b7d2896bece,2138ccb85b11a4ec1e37afbd1c8eda1f,19.99,10.96,19.99,10.96,30.95
00fbcd8b120e5706c58b9d1a0026a7da,1,8afee64dc809d5e833ae113a81774ddc,08061dc0fc165ed41288cc7acde738ee,7.9,16.11,7.9,16.11,24.009999999999998
00fcf938cde49ae138942b632ed62393,1,54d9ac713e253fa1fae9c8003b011c2a,955fee9216a65b617aa5c0531780ce60,29.5,20.84,29.5,20.84,50.34
00fdb72e467da6f3b000b19b368a6cf6,1,a157e6178c6f7a8355999fa9cb3d136e,ca3bd7cd9f149df75950150d010fe4a2,18.25,17.6,18.25,17.6,35.85
01015fb6493ea5b9ba105c80b5452da1,1,93a99b40878c0d888fa4f44459fcac05,f61c63d13f7cd800549d5acdd390ae72,8.0,11.85,8.0,11.85,19.85
010b0f6bd323a9effd095a743e660f26,1,0bdb7583b74c0323d413497fab3f2a3c,c9c7905cffc4ef9ff9f113554423e671,27.99,8.72,27.99,8.72,36.71
010d14f76a229c295260e4ca4744acc7,1,a9028257171c93a8d948ff95a0082b0d,aac29b1b99776be73c3049939652091d,27.9,16.79,27.9,16.79,44.69
010d6db2f77220b394f147836c94f27b,1,9f14f401fce2d9ddd450e7ce60cb7f5f,080102cd0a76b09e0dcf55fcacc60e05,14.9,15.23,14.9,15.23,30.130000000000003
011405ae7b89def8ffb3468eb29c299d,1,3cb39171fd36c50097f2dedbbe0dfe6e,16090f2ca825584b5a147ab24aa30c86,29.99,7.87,29.99,7.87,37.86
01156b662f3f47b249b5a8881d205f08,1,6a8631b72a2f8729b91514db87e771c0,128639473a139ac0f3e5f5ade55873a5,27.9,15.1,27.9,15.1,43.0
011667ae100a333a3051c9a23e3f0283,1,2c2491f31fe7320124ccf2f3404354a6,ea8482cd71df3c1969d7b9473ff13abc,27.99,14.1,27.99,14.1,42.089999999999996
011e6e76dd0cd56d26b5b0cb036e80a8,1,d33a74e1b6cfc152b6b3f43324d54987,9f505651f4a6abe901a56cdc21508025,14.99,8.29,14.99,8.29,23.28
011fcb4fabb3e142579ad63472b11227,1,b60856ce32d90658dbf99b9485327c25,8b321bb669392f5163d04c59e235e066,9.0,14.1,9.0,14.1,23.1
01218a8a807fc187849529e6f12237a9,1,98f34b46fd3c8edec3b0e453e0095e77,e48cc16ab70bfa09e1401740dce0b3d7,13.99,16.11,13.99,16.11,30.1
0121cfa7c946e6589f50d7012d3eb5eb,1,242ec3ff603c92ddc1e59d83b9e40a2d,d98eec89afa3380e14463da2aabaea72,29.99,16.79,29.99,16.79,46.78
01235dc626dcf13283207ba7f36a959a,2,10dae91e0aba95747e90280edeffe883,855668e0971d4dfd7bef1b6a4133b41b,25.99,9.57,51.98,19.14,71.12
012973f4cb6743d00d7e2644ddc8804c,1,cd59f488cef311feb633141ad1e8563d,8d79c8a04e42d722a75097ce5cbcf2ef,15.32,18.0,15.32,18.0,33.32
012bea13f9a355c983efb59a3f23583a,1,0ce1e35bdc6af7e582e7ef9363e29b5b,db4350fd57ae30082dec7acbaacc17f9,21.99,15.1,21.99,15.1,37.089999999999996
012f29911fcd2f1209d937741a6bbc6f,1,8c0bd0d6526379599b74a3a006d4c124,d66c305afaec317ebee552073a674429,27.99,14.08,27.99,14.08,42.07
013037c3f1773cc8fdbaf8ff54d8013b,1,5a6e53c3b4e8684b13388d6aa4afdf12,7299e27ed73d2ad986de7f7c77d919fa,15.99,14.52,15.99,14.52,30.509999999999998
0132f39e8ad9b42ad2d41c847f44c0ed,1,fc13bac52be6640d9a77f54894e2c0e6,e24d3429d294b2eb200b064ebb035879,28.8,8.36,28.8,8.36,37.16
01358622f65717728b3b2ec2cf4e8812,1,017692475c1c954ff597feda05131d73,3c7c4a49ec3c6550809089c6a2ca9370,13.99,7.78,13.99,7.78,21.77
0136390286be8a34efdc801ed150568f,2,1716ea399ed8ee62ba811e6f55180f45,6338ea67c41078a46ad99cc009654956,3.49,16.79,6.98,33.58,40.56
0136bcc7370d7fdf44bd916a6dd583c6,1,81a3d1dc085d3226530f23cd4af5030b,b74d1c09cb380e1d03a6f859c6f4224b,29.99,16.32,29.99,16.32,46.31
01380d0df5b7dc8bd13f2266a57bd42c,1,35557c68a22ecebcf066e25ca2ddc144,f8db351d8c4c4c22c6835c19a46f01b0,16.9,10.96,16.9,10.96,27.86
013bc5ce14f856d31efc8bebdc3a278f,1,f2af004352a06a99dca765596240cbc3,f4aba7c0bca51484c30ab7bdc34bcdd1,23.89,8.72,23.89,8.72,32.61
013bc77d3ca5fba084a241fdcb307393,1,4f2c53c9a1a7a00a247b351c1fdbed13,b2479f944e1b90cf8a5de1bbfde284d6,21.99,15.1,21.99,15.1,37.089999999999996
01422b2c3c27fa3bc464e72eaed9676b,1,3cb39171fd36c50097f2dedbbe0dfe6e,16090f2ca825584b5a147ab24aa30c86,28.49,18.23,28.49,18.23,46.72
014405982914c2cde2796ddcf0b8703d,2,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,21.33,25.39,42.66,50.78,93.44
01443cd06ea8bce82c554a46f307459f,1,f77dd338d9f75229a09cbb9a18fd0c9a,1c129092bf23f28a5930387c980c0dfc,25.0,14.1,25.0,14.1,39.1
0148d3df00cebda592d4e5f966e300cc,5,ed08ea04c92f5f434c2362f7310fb328,0adac9fbd9a2b63cccaac4f8756c1ca8,5.53,11.85,27.650000000000002,59.25,86.9
0149c597dcc0963d7315f904495b631c,1,b0ed7fe63babb3e705115f53fa74b20c,dbd66278cbfe1aa1000f90a217ca4695,29.0,8.88,29.0,8.88,37.88
014a0793ab3d930d6f3b206cee474af4,1,145978af3e89b318be0b717a0953649a,18e694e0e48ed6f7aa3f24aade5fd697,19.9,18.24,19.9,18.24,38.14
014e36af18c280a94d880a16b2f00713,2,33f789f4b4fa74053af0199658b78853,897060da8b9a21f655304d50fd935913,30.0,12.69,60.0,25.38,85.38
014e78d1239f19fdcafd760d3e52f923,1,394b16cd32e9f883365dd7ebac4edbe0,8b321bb669392f5163d04c59e235e066,14.4,14.1,14.4,14.1,28.5
01500f2503fa84279982d9d87750021a,1,cdc4af478fef19f03f1d0353c00271cd,3d871de0142ce09b7081e2b9d1733cb1,19.9,12.69,19.9,12.69,32.589999999999996
0159b449009b3f8748ed7c56e9d84afe,1,83b23a333b811855258c5ec9431f6d3e,1da3aeb70d7989d1e6d9b0e887f97c23,16.0,7.78,16.0,7.78,23.78
015a7c64361928a0782ec0e705174b6d,1,91b08d34d0ba4db44da2dc382867ba49,b76dba6c951ab00dc4edf0a1aa88037e,12.99,18.23,12.99,18.23,31.22
015e051dbb2407d4bd305635e46b732f,1,2136c70bbe723d338fab53da3c03e6dc,6560211a19b47992c3666cc44a7e94c0,29.0,15.3,29.0,15.3,44.3
01643942766bdec224d5593041f714e6,1,b92421ea3b457d6bb68c49f39d4e97a8,897060da8b9a21f655304d50fd935913,32.5,15.1,32.5,15.1,47.6
016495aaab3fb481dc9decab2b4fdbfb,1,9a060643636bd1e41788cb32262ac9ef,6e864f5c4669eff3d98140a07cc50202,15.0,7.78,15.0,7.78,22.78
0166cc8756d58b4a30fb49de83527120,1,b59b5899ecf4bcc294a72fdd48adaa94,562fc2f2c2863ab7e79a9e4388a58a14,29.99,7.78,29.99,7.78,37.769999999999996
016f868b096c236312e8bcb818ccd11d,1,429de6049b45a9fcb96aff1603f55d3c,9f505651f4a6abe901a56cdc21508025,29.99,7.78,29.99,7.78,37.769999999999996
0170e40334131d971605ae70efb33e4f,1,145978af3e89b318be0b717a0953649a,18e694e0e48ed6f7aa3f24aade5fd697,19.0,18.23,19.0,18.23,37.230000000000004
0173932ad60ecb31c620fc523d9f40bd,1,33a8f9ff2a9a41c0c49a24d12e106151,f8db351d8c4c4c22c6835c19a46f01b0,30.9,15.1,30.9,15.1,46.0
0173e291db71c3e688829f7f03e2d34a,1,f71f42e2381752836563b70beb542f80,85d9eb9ddc5d00ca9336a2219c97bb13,31.9,16.79,31.9,16.79,48.69
0178ff2480e2e8fb84d456dd3dc3d777,2,609c35bf8122d5ab8186ed7a6bfcd843,7d456afc660226829370f3173d14520c,7.5,7.39,15.0,14.78,29.78
017b11be3048fdfb58e63edc5fc8f4b8,1,060c17562f97e5bb60bc0dfa4dd5b3f2,9f505651f4a6abe901a56cdc21508025,24.99,15.28,24.99,15.28,40.269999999999996
017dcb6892d4469a13dee34f241f8c4e,2,372124d6931c4bc48dd0d56075ebee7c,da8622b14eb17ae2831f4ac5b9dab84a,24.9,9.09,49.8,18.18,67.97999999999999
0182f6cbb4fb10918a76485fc92d7c49,1,7272a36ac93b0f214500840025f04a73,79ebd9a61bac3eaf882805ed4ecfa12a,14.9,15.1,14.9,15.1,30.0
01882618ede11253381513166b49429e,1,50d77758742285ff49f340ebdf0df5a7,d91fb3b7d041e83b64a00a3edfb37e4f,29.9,18.31,29.9,18.31,48.209999999999994
01a49649881d677e0c901ca0f6564382,1,f361fccba568fabe00db466f80626d1e,85d9eb9ddc5d00ca9336a2219c97bb13,12.9,7.71,12.9,7.71,20.61
01ac6cbac1cda667c97d35046b75668f,1,d2f5484cbffe4ca766301b21ab9246dd,36a968b544695394e4e9d7572688598f,12.88,8.27,12.88,8.27,21.15
01b4dfef1c8848e8c0431ce17f5f72ea,1,f9b0ee95ce8b1ef8b50eecc5e0fa4348,e9779976487b77c6d4ac45f75ec7afe9,25.89,22.98,25.89,22.98,48.870000000000005
01b6d15407d425529cbf0ec96258cb84,1,78c3942245093508f8e17ffc06a0dfcf,4830e40640734fc1c52cd21127c341d4,29.99,12.79,29.99,12.79,42.78
01bbfee76e5e3f96f008c781c2c17bcf,1,28beefcab28e6a3b659bae1bf1cbe453,18a349e75d307f4b4cc646a691ed4216,25.0,11.15,25.0,11.15,36.15
01bc343311e5b8090b64d6ab287a5cf0,2,c8c969c3a6423f48df9fde8a13e6770b,b2479f944e1b90cf8a5de1bbfde284d6,21.99,15.1,43.98,30.2,74.17999999999999
01c0514b1f2a7375948323b959cc5682,1,1bef08f119466a85a83919d5b80facd3,d2374cbcbb3ca4ab1086534108cc3ab7,15.9,16.79,15.9,16.79,32.69
01c156f67900e1f33d1234ce92cb18d9,1,41db6d8062fcd38410c699743ccc0265,92eb0f42c21942b6552362b9b114707d,13.47,18.23,13.47,18.23,31.700000000000003
01c22546c4f9914e232006df82d96e0f,1,35ebf08a93899d44e756809e11b14754,128639473a139ac0f3e5f5ade55873a5,17.9,15.1,17.9,15.1,33.0
01c79ae32ef95b276907d99e83fe57e5,1,7344630ca6c1a4917e55f35c729baa7d,db4350fd57ae30082dec7acbaacc17f9,16.9,7.78,16.9,7.78,24.68
01c95de6d0852189b4d6b6d32a3c8e0c,1,5bd6493a2d5a384987386f2696bae33d,92eb0f42c21942b6552362b9b114707d,19.99,7.78,19.99,7.78,27.77
01cc355e35cf24d314afe6de16c38712,1,e76438822c17316d276c27e52e588931,5656537e588803a555b8eb41f07a944b,24.89,22.06,24.89,22.06,46.95
01d0aabab5da85da61bbd4d40882b82c,1,57fcacc3434a1f2f2b039c1b4e61f5e1,2138ccb85b11a4ec1e37afbd1c8eda1f,18.9,14.1,18.9,14.1,33.0
01d0f6cd01d79574621a56a1b9e21019,1,266f0c6925e7873790f11b920c701190,128639473a139ac0f3e5f5ade55873a5,17.9,16.79,17.9,16.79,34.69
01d48ed99667ce49eaeaa7980a31b987,1,7ce94ab189134e2d3c05f496d635419c,8b321bb669392f5163d04c59e235e066,13.65,18.23,13.65,18.23,31.880000000000003
01d95eed9163a292a6788ddac08bcf31,1,9da0bebb7f9168679e748abbfad05edd,d2374cbcbb3ca4ab1086534108cc3ab7,28.9,16.11,28.9,16.11,45.01
01dd7b32b57e2e5633984f61e456b046,1,7d8e924f1da646ec896e1c0a80ef2f99,6481e96574816ead57975da2c0f6d80d,16.0,7.87,16.0,7.87,23.87
01e51b7c3025655646143d09b911e1d7,1,3631b85819ccd66432f8e4b5fb568cf2,4830e40640734fc1c52cd21127c341d4,19.0,14.1,19.0,14.1,33.1
01e662008f03009eb9b97f9333fcd6b4,1,460a66fcc404a3d7306d5f50fcb2d18a,ffc470761de7d0232558ba5e786e57b7,24.98,12.84,24.98,12.84,37.82
01e7138289b75d9624b04dfe12379c1d,2,5d66715cc928aadd0074f61332698593,128639473a139ac0f3e5f5ade55873a5,19.9,12.48,39.8,24.96,64.75999999999999
01e7cf79ff6fdb0a65634f714c67dd24,1,32a99bb84ae79a55c0e446afc9310e1e,e5a3438891c0bfdb9394643f95273d8e,27.3,11.85,27.3,11.85,39.15
01ebb9ed879d6fa1da4857ed617972ab,1,be837f2e0152a208d4386f4126d5bd7c,f8db351d8c4c4c22c6835c19a46f01b0,32.9,10.96,32.9,10.96,43.86
01f74d38c7379a28cc0ac3d90e80c7ea,1,c1cf8f51eac90b1ff478250b3d35c37b,bc47d5d1490df2b36add65d733eafaba,29.9,15.1,29.9,15.1,45.0
01fa35042136b75da24ce2a391b30eb9,1,aadff88486740e0b0ebe2be6c09476ae,da8622b14eb17ae2831f4ac5b9dab84a,29.9,15.1,29.9,15.1,45.0
02036bc298ab3c1efc98b116f420d646,1,6d44b2c01b6843eb2e68beddf853dd82,f22a247b79dd22ecd91dc8e3b2a1b07c,24.99,17.98,24.99,17.98,42.97
020550d9cdfb7110d07fd1a1f8937c6e,1,de7034010d180a33f04a16b235281265,1838dd9b8977065acf51d95e0053ea7a,28.9,13.37,28.9,13.37,42.269999999999996
0209ef2fa3cce5eb798c98f5b6142849,1,4debd977b5bc245487ec61b7961b16e3,92eb0f42c21942b6552362b9b114707d,12.67,7.78,12.67,7.78,20.45
020a1591ace758e4c97d7843e1a03a88,1,dce4459168283eed926d7af76ba39e02,7d76b645482be4a332374e8223836592,18.9,7.39,18.9,7.39,26.29
020aec76c43508e4214579c52c1133f4,1,2f5895fbda5cbf713513c5b641383a97,51e4e89242cbb846c2deff3dc015650e,27.9,19.39,27.9,19.39,47.29
020c01e41104519842f8a15605af646c,1,3a77cc438baf789ed16b12b553ce504a,710e3548e02bc1d2831dfc4f1b5b14d4,29.99,21.82,29.99,21.82,51.81
020f64bdb28111d057f49277da918771,1,cac52d956eff0cacf32f4b0f0f3aac5c,53e4c6e0f4312d4d2107a8c9cddf45cd,32.0,8.88,32.0,8.88,40.88
0210f3225937e9d7702e0c3fff098b98,1,81e61097d1704e63a1d881c02d76934a,e5a3438891c0bfdb9394643f95273d8e,13.3,8.11,13.3,8.11,21.41
0213da24bc9b884c4792ae4c54eb0bf3,1,b77f596e85780e540958a58d35836e96,b4ffb71f0cb1b1c3d63fad021ecf93e1,25.0,14.1,25.0,14.1,39.1
0220b52f0b019739726d80c64bd4bf08,1,729c55b4509d36c18b86f0bacc17ca5d,ea8482cd71df3c1969d7b9473ff13abc,24.99,15.1,24.99,15.1,40.089999999999996
02218eb2a33847087a46d34397835b2a,1,f71f42e2381752836563b70beb542f80,85d9eb9ddc5d00ca9336a2219c97bb13,31.9,16.79,31.9,16.79,48.69
0221d784b11a24077b3531e860b73434,1,259bd66612b61aa4e82ce3cde9272bbc,955fee9216a65b617aa5c0531780ce60,32.0,17.63,32.0,17.63,49.629999999999995
022790f69760d0a1c025cd3acdf13927,1,aefd95d8fa48ead0bcdec7fb758daea0,478bfe564db21eeb44386606aa30b650,22.9,14.1,22.9,14.1,37.0
022e89c60857b5c81788e7e09d04b3ef,1,20bc10f7f2776f8b2eb6b817d2df190a,f0b47fbbc6dee9aafe415a6e33051b3f,29.9,13.71,29.9,13.71,43.61
022f80b8a6f58b11018082b505f15c38,1,c92a761aaccfb831d4220d44648f260a,f8db351d8c4c4c22c6835c19a46f01b0,24.9,18.27,24.9,18.27,43.17
02332b54c758506809fd87d9c2748086,1,4100a608bd0aa524b06ffefba973707b,2a61c271b1ac763450d846849783e922,32.99,21.15,32.99,21.15,54.14
023dced8c25f743c5fdcf14edabac7a8,1,ab1f9387c0627dd24000bfbc54fdeee0,8b321bb669392f5163d04c59e235e066,12.25,7.39,12.25,7.39,19.64
024554aeb0da84476f1c31a711e0990c,2,188c9cb0aff9e485e3f84752731c633a,4200ddf1967c5e41e48db62bc6d4b5ac,17.9,17.06,35.8,34.12,69.91999999999999
024602a52e3c89ca5f963affcd2bedad,1,1613b819ab5dae53aead2dbb4ebdb378,16090f2ca825584b5a147ab24aa30c86,27.9,18.3,27.9,18.3,46.2
024a74550cdbd36c0fe3955fc9e2bcf0,1,5348b1bdd951b67a4d2a58992e2233ed,ea8482cd71df3c1969d7b9473ff13abc,27.99,7.46,27.99,7.46,35.449999999999996
024bee763e8abbf0cd46fa7f440c41ea,2,cc62ab8550303ced5351594a4fd87884,95e03ca3d4146e4011985981aeb959b9,29.99,14.1,59.98,28.2,88.17999999999999
02564f320004c61ebf621191f06365a9,1,2e0ce433616916840a405d0853407af8,897060da8b9a21f655304d50fd935913,25.9,11.85,25.9,11.85,37.75
025a244ae3d5e6c53b7f9c902643f510,1,b3cf0a98f31b76ed0cec13d9c77102c4,1bb2bdb95f4841f1bba2c0d2cd83d3c9,27.93,14.1,27.93,14.1,42.03
025c72e88fbf2358be05c594d4ad5091,2,bef21943bc2335188429e1638ef99b81,e49c26c3edfa46d227d5121a6b6e4d37,19.9,20.8,39.8,41.6,81.4
026054570865201773b27b2748af1217,1,fed5c40c27e1c88560a9e92d82ee0825,128639473a139ac0f3e5f5ade55873a5,19.9,15.1,19.9,15.1,35.0
